,level_0,latitude,longitude,index,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
0,48,29.35,63.0,3170728.0,2022-02-01,0.5686605,-0.72382617,267.17142,286.6454,0.0,-4.215981e-05,17.034477,282.57233,0.66393757,0.0,0.09882879,288.3106,0.0,0.0,-9.313226e-10,288.20392,287.479,288.33862,-105423.0,14062553.0,-10262406.0,89905.68,0.0,19412636.0,23316532.0,273.15988,-4.2173546e-05,1.661107e-05
1,49,29.35,63.0,3170729.0,2022-03-01,0.20495796,0.683975,270.15305,294.40872,0.0,-9.660912e-05,8.127147,287.538,0.7795715,0.0,0.09882879,296.96765,0.0,0.0,-9.313226e-10,296.75317,294.55847,291.57565,-241917.0,17138936.0,-11686432.0,89768.625,5.736947e-07,23485388.0,26136042.0,273.15988,-9.6645206e-05,7.959455e-05
2,50,29.35,63.0,3170730.0,2022-04-01,0.24417865,-0.3205397,268.12396,300.5891,0.0,-6.635953e-05,4.165722,293.6804,0.7999639,0.0,0.09882879,304.259,0.0,0.0,-9.313226e-10,303.8605,299.78326,295.38278,-166034.0,19915984.0,-13506702.0,89531.45,0.0,27198496.0,28243094.0,273.16058,-6.6361856e-05,3.7604943e-05
3,51,29.35,63.0,3170731.0,2022-05-01,2.2673678,-2.952362,271.64078,301.5354,0.0,-6.744708e-05,6.1838074,294.38452,0.79977185,0.0,0.09882879,305.52847,0.0,0.0,-9.313226e-10,305.3422,303.2907,299.0902,-168897.0,21501322.0,-13438384.0,89228.625,0.0,29224748.0,28943928.0,273.1613,-6.750459e-05,4.2058527e-06
4,52,29.35,63.0,3170732.0,2022-06-01,2.990272,-3.457355,272.85782,304.8642,0.0,-7.546833e-05,7.542721,294.43637,0.7997043,0.0,0.09882879,308.1325,0.0,0.0,-9.313226e-10,307.84662,304.72397,300.83115,-188942.0,21274216.0,-13504516.0,88934.83,0.0,28884470.0,30310734.0,273.15988,-7.5504184e-05,4.2058527e-06
5,53,29.35,63.0,3170733.0,2022-07-01,0.98380005,0.9861984,284.19446,304.55453,0.0,-0.0005676177,4.011965,299.2005,0.799747,0.0,0.09882879,309.25058,0.0,0.0,-9.313226e-10,309.0982,306.99066,303.06735,-1419767.0,18056594.0,-10254208.0,88769.055,4.5895576e-06,24562564.0,34337880.0,273.15988,-0.0005678474,0.0005576927
6,54,29.35,63.0,3170734.0,2022-08-01,4.049446,-3.598972,274.142,302.13162,0.0,-6.0581602e-05,7.621024,294.3706,0.79948384,0.0,0.09882879,305.32184,0.0,0.0,-9.313226e-10,305.2675,304.72867,303.27704,-151717.0,18283700.0,-11559633.0,88956.164,0.0,24891836.0,30667468.0,273.16058,-6.064819e-05,2.0429492e-05
7,55,29.35,63.0,3170735.0,2022-09-01,2.6645045,-2.9449592,270.3669,299.62894,0.0,-3.060396e-05,6.2243824,293.61035,0.79982877,0.0,0.09882879,301.49078,0.0,0.0,-9.313226e-10,301.49942,302.0112,302.16064,-76311.0,12300665.0,-6639628.0,89308.234,0.0,16756455.0,14438111.0,273.15988,-3.0555297e-05,3.874302e-07
8,104,28.65,63.0,3176839.0,2022-02-01,0.238392,-1.6910056,267.7138,290.36816,0.0,-3.2235403e-05,13.290878,285.00223,0.69766057,0.0,-1.1920929e-07,293.22574,0.0,0.0,-9.313226e-10,293.1429,292.8106,294.04535,-80606.0,15455291.0,-11346207.0,94567.08,0.0,19500676.0,24607038.0,273.15988,-3.2269396e-05,1.5657395e-05
9,105,28.65,63.0,3176840.0,2022-03-01,0.3404088,-0.7840134,270.64688,298.1731,0.0,-7.166155e-05,5.436369,290.78055,0.79407907,0.0,-1.1920929e-07,301.9734,0.0,0.0,-9.313226e-10,301.756,300.16006,296.5865,-178920.0,18487936.0,-12898124.0,94307.75,0.0,23299622.0,27603904.0,273.15988,-7.1695074e-05,4.61936e-05
10,106,28.65,63.0,3176841.0,2022-04-01,0.39763248,-0.66106415,268.45148,304.01266,0.0,-9.117089e-05,3.059513,296.17767,0.799971,0.0,-1.1920929e-07,309.22226,0.0,0.0,-9.313226e-10,308.84406,305.9565,300.34717,-228076.0,21363694.0,-14899574.0,93977.016,0.0,26993360.0,29697818.0,273.16058,-9.1122e-05,1.7564744e-05
11,107,28.65,63.0,3176842.0,2022-05-01,1.759856,-3.2027664,271.39075,305.9942,0.0,-9.524939e-05,5.1416645,296.96945,0.79972917,0.0,-1.1920929e-07,310.91208,0.0,0.0,-9.313226e-10,310.7281,309.3454,304.14072,-238099.0,22987952.0,-14862956.0,93607.72,0.0,29002444.0,30637656.0,273.1613,-9.531202e-05,3.874302e-07
12,108,28.65,63.0,3176843.0,2022-06-01,1.9006648,-3.1348548,274.4344,308.89203,0.0,-0.000109524466,5.828596,298.15155,0.7997541,0.0,-1.1920929e-07,313.51187,0.0,0.0,-9.313226e-10,313.22168,310.97937,306.1922,-273892.0,22610778.0,-14743808.0,93288.48,0.0,28519102.0,32301064.0,273.15988,-0.00010959664,2.9018149e-05
13,109,28.65,63.0,3176844.0,2022-07-01,-1.4804615,0.7483463,288.62042,307.732,0.0,-0.00047326647,2.7448769,302.39066,0.79991055,0.0,-1.1920929e-07,313.68738,0.0,0.0,-9.313226e-10,313.58185,312.72253,308.50778,-1183529.0,18404076.0,-10516277.0,93142.4,1.7210841e-06,23370496.0,36773876.0,273.15988,-0.00047318777,0.00045844726
14,110,28.65,63.0,3176845.0,2022-08-01,2.4823318,-4.063733,274.68542,306.93127,0.0,-8.804398e-05,5.797985,297.45117,0.7995621,0.0,-1.1920929e-07,310.65875,0.0,0.0,-9.313226e-10,310.61005,310.3678,308.78204,-219963.0,19296054.0,-12789908.0,93313.92,0.0,24488168.0,32524402.0,273.16058,-8.807471e-05,2.8062612e-05
15,111,28.65,63.0,3176846.0,2022-09-01,1.6792713,-3.3978117,270.49707,304.23798,0.0,-4.6306523e-05,4.3614807,296.35944,0.79984295,0.0,-1.1920929e-07,307.70795,0.0,0.0,-9.313226e-10,307.69,307.9356,307.87646,-115923.0,13100356.0,-7539242.0,93860.484,0.0,16622193.0,15387548.0,273.15988,-4.6363566e-05,3.874302e-07
16,112,28.55,63.0,3177712.0,2022-02-01,0.37877214,-1.4177493,267.98553,290.57846,0.0,-3.318698e-05,12.957023,285.3508,0.69436795,0.0,-1.1920929e-07,293.15497,0.0,0.0,-9.313226e-10,293.07062,292.70496,293.93088,-82993.0,14816501.0,-11094249.0,95243.31,0.0,19544256.0,24824312.0,273.15988,-3.3221673e-05,2.0429492e-05
17,113,28.55,63.0,3177713.0,2022-03-01,0.51400864,-0.48983645,270.90103,298.51974,0.0,-8.2945684e-05,5.2512875,291.16174,0.793407,0.0,-1.1920929e-07,302.02008,0.0,0.0,-9.313226e-10,301.8054,300.19058,296.50827,-207555.0,17798992.0,-12666388.0,94964.28,0.0,23322514.0,27854528.0,273.15988,-8.293195e-05,5.5737793e-05
18,114,28.55,63.0,3177714.0,2022-04-01,0.5114368,-0.48275542,268.7201,304.35236,0.0,-8.967542e-05,2.8509426,296.59842,0.79997456,0.0,-1.1920929e-07,309.19254,0.0,0.0,-9.313226e-10,308.81393,305.9154,300.2803,-224258.0,20523476.0,-14627668.0,94618.78,0.0,27021974.0,29940862.0,273.16058,-8.978881e-05,1.7564744e-05
19,115,28.55,63.0,3177715.0,2022-05-01,1.9169532,-2.8567705,271.56638,306.3917,0.0,-9.368593e-05,4.9693966,297.33463,0.799747,0.0,-1.1920929e-07,310.8781,0.0,0.0,-9.313226e-10,310.69556,309.28787,304.06137,-234281.0,21980014.0,-14558530.0,94246.2,0.0,29010808.0,30912532.0,273.1613,-9.359792e-05,3.874302e-07
20,116,28.55,63.0,3177716.0,2022-06-01,2.0761936,-2.831022,274.86624,309.2768,0.0,-0.0001162542,5.7702236,298.42474,0.79977185,0.0,-1.1920929e-07,313.45386,0.0,0.0,-9.313226e-10,313.16745,310.943,306.12534,-290596.0,21597222.0,-14381176.0,93919.57,0.0,28539792.0,32618890.0,273.15988,-0.00011626305,4.237704e-05
21,117,28.55,63.0,3177717.0,2022-07-01,-1.4813188,0.83782244,289.01404,308.05203,0.0,-0.0005595286,2.6744041,302.66705,0.7999141,0.0,-1.1920929e-07,313.5161,0.0,0.0,-9.313226e-10,313.41562,312.55704,308.40463,-1399245.0,17525338.0,-10059911.0,93767.75,2.2947788e-06,23299182.0,37122524.0,273.15988,-0.0005594669,0.0005462412
22,118,28.55,63.0,3177718.0,2022-08-01,2.6400719,-3.666884,274.84662,307.30447,0.0,-8.682045e-05,5.642803,297.82968,0.7995692,0.0,-1.1920929e-07,310.6559,0.0,0.0,-9.313226e-10,310.60522,310.33142,308.67438,-217100.0,18425342.0,-12494773.0,93950.76,0.0,24506218.0,32814436.0,273.16058,-8.674152e-05,2.6155263e-05
23,119,28.55,63.0,3177719.0,2022-09-01,1.8749462,-2.9958127,270.6996,304.44247,0.0,-4.4539105e-05,4.2703648,296.84598,0.7998643,0.0,-1.1920929e-07,307.38528,0.0,0.0,-9.313226e-10,307.3792,307.70554,307.75632,-111150.0,12483234.0,-7279359.5,94488.3,0.0,16621753.0,15516396.0,273.15988,-4.445901e-05,3.874302e-07
24,192,27.55,63.0,3186442.0,2022-02-01,1.7049898,-0.42707443,268.5269,289.9037,0.0,-2.8632581e-05,16.798145,284.70605,0.66809785,0.0,-1.1920929e-07,292.1445,0.0,0.0,-9.313226e-10,292.05875,291.72363,292.57306,-71539.0,15286365.0,-10990132.0,92273.31,0.0,20179908.0,24425136.0,273.15988,-2.8650742e-05,6.1132014e-06
25,193,27.55,63.0,3186443.0,2022-03-01,2.80317,0.94532275,270.93616,297.54456,0.0,-5.113287e-05,8.420427,289.38995,0.78254414,0.0,-1.1920929e-07,300.6119,0.0,0.0,-9.313226e-10,300.40802,298.92166,295.22412,-127854.0,17833900.0,-12500785.0,92099.33,0.0,23609966.0,27212306.0,273.15988,-5.1124953e-05,3.5697594e-05
26,194,27.55,63.0,3186444.0,2022-04-01,2.197285,0.699424,269.5683,303.18768,0.0,-0.0001029307,4.603508,294.34976,0.79983586,0.0,-1.1920929e-07,307.43762,0.0,0.0,-9.313226e-10,307.05637,304.16403,298.88165,-257189.0,20502612.0,-14229236.0,91799.78,0.0,27149632.0,29268828.0,273.16058,-0.0001029307,5.6691468e-05
27,195,27.55,63.0,3186445.0,2022-05-01,2.4283228,-1.9665148,272.0313,304.885,0.0,-8.478109e-05,5.37586,295.7906,0.7996687,0.0,-1.1920929e-07,309.41757,0.0,0.0,-9.313226e-10,309.23795,307.8464,302.5868,-211850.0,21946710.0,-14282524.0,91462.484,0.0,29025336.0,30301638.0,273.1613,-8.483697e-05,1.3411045e-06
28,196,27.55,63.0,3186446.0,2022-06-01,2.8788252,-2.1428924,276.33432,307.09534,0.0,-9.0898946e-05,6.637253,296.31348,0.7998323,0.0,-1.1920929e-07,311.17673,0.0,0.0,-9.313226e-10,310.92685,308.96155,304.5306,-227122.0,21537836.0,-13862777.0,91185.92,0.0,28440746.0,31737668.0,273.15988,-9.093154e-05,4.7149137e-05
29,197,27.55,63.0,3186447.0,2022-07-01,1.0270929,1.1995895,289.9046,304.55917,0.0,-0.0013013554,3.336422,300.73062,0.7999212,0.0,-1.1920929e-07,308.6151,0.0,0.0,-9.313226e-10,308.65973,308.0307,305.9304,-3254312.0,16309552.0,-8274346.0,91012.766,0.00010901876,21679238.0,36057376.0,273.15988,-0.0013013147,0.002237238
30,198,27.55,63.0,3186448.0,2022-08-01,2.5815623,-3.3479238,274.92203,304.82724,0.0,-0.00015343726,6.6842346,296.11353,0.7995763,0.0,-1.1920929e-07,307.66125,0.0,0.0,-9.313226e-10,307.54184,307.15265,305.9995,-383660.0,18234348.0,-11690804.0,91196.59,0.0,24242536.0,31858936.0,273.16058,-0.0001534028,5.0012022e-05
31,199,27.55,63.0,3186449.0,2022-09-01,2.0699782,-2.0051377,272.1036,302.6839,0.0,-3.8285274e-05,5.5281963,295.76172,0.79984295,0.0,-1.1920929e-07,305.04022,0.0,0.0,-9.313226e-10,305.04343,305.19937,305.34894,-95401.0,12662191.0,-7004174.0,91579.84,0.0,16832170.0,15176337.0,273.15988,-3.8173515e-05,3.874302e-07
32,272,26.55,63.0,3195172.0,2022-02-01,0.76454973,-0.85192513,271.1304,289.94296,-5.1711686e-07,-0.00023290166,8.713708,285.92395,0.7997932,0.0,0.4346869,293.11392,0.0,0.0,-9.313226e-10,292.99713,292.7484,292.61273,-580763.0,16892568.0,-10998330.0,90571.24,0.0,20387684.0,24917286.0,273.15988,-0.00023225415,2.4246052e-05
33,273,26.55,63.0,3195173.0,2022-03-01,1.8603724,0.097230196,273.76077,295.9651,-5.909242e-07,-0.00019836985,6.9170074,290.78696,0.7999141,0.0,0.4346869,299.85757,0.0,0.0,-9.313226e-10,299.53107,298.52606,296.81885,-500108.0,19564892.0,-11928551.0,90498.2,5.736947e-07,23909304.0,27450296.0,273.15988,-0.00020006578,9.581819e-05
34,274,26.55,63.0,3195174.0,2022-04-01,2.095054,0.97203684,273.23077,301.1992,-6.649643e-07,-0.00015139813,4.817774,294.69247,0.799971,0.0,0.4346869,306.05637,0.0,0.0,-9.313226e-10,305.49396,303.67337,300.88782,-380319.0,21877696.0,-13424994.0,90241.336,5.736947e-07,27097688.0,29357254.0,273.16058,-0.00015206961,8.1503764e-05
35,275,26.55,63.0,3195175.0,2022-05-01,1.7680001,0.09401178,276.2744,303.84048,-6.649643e-07,-9.660912e-05,4.3678875,297.4314,0.79994965,0.0,0.4346869,309.85065,0.0,0.0,-9.313226e-10,309.3536,307.68674,304.6122,-243348.0,22929772.0,-13902128.0,89864.65,0.0,28519984.0,31055024.0,273.1613,-9.721657e-05,3.283471e-05
36,276,26.55,63.0,3195176.0,2022-06-01,1.9707477,0.54042697,284.15414,303.2466,-5.1711686e-07,-0.00023820391,4.5572376,298.46484,0.79991764,0.0,0.4346869,309.72467,0.0,0.0,-9.313226e-10,309.4295,308.43802,306.42227,-597467.0,21839978.0,-11962164.0,89681.64,5.736947e-07,27225788.0,32931158.0,273.15988,-0.0002389201,0.00020746887
37,277,26.55,63.0,3195177.0,2022-07-01,0.71932805,1.8629363,294.57544,298.7335,-1.0342337e-06,-0.0026147962,3.5521107,300.32748,0.7999639,0.0,0.4346869,301.54596,0.0,0.0,-9.313226e-10,301.87286,302.43146,303.67374,-6553534.0,13290147.0,-4115952.5,89562.64,0.00031557865,16636720.0,36313056.0,273.15988,-0.002620642,0.0052947756
38,278,26.55,63.0,3195178.0,2022-08-01,1.2259827,0.74802446,289.02542,300.69772,-1.9944273e-06,-0.002618399,3.0168037,300.1596,0.79994607,0.0,0.4346869,303.78204,0.0,0.0,-9.313226e-10,303.56296,302.94794,302.19238,-6556875.0,17659356.0,-7866623.0,89636.5,9.754673e-06,22168302.0,33691616.0,273.16058,-0.002621785,0.0014451798
39,279,26.55,63.0,3195179.0,2022-09-01,1.6340497,1.175772,286.15845,300.69424,-1.0342337e-06,-0.00022732769,2.9086018,299.03848,0.79997456,0.0,0.4346869,306.68616,0.0,0.0,-9.313226e-10,306.50226,306.04807,304.97037,-571218.0,12811456.0,-6169598.5,90012.37,0.0,16005910.0,16673001.0,273.15988,-0.00022844458,5.2874908e-05
40,352,25.55,63.0,3203902.0,2022-02-01,0.88049734,-0.20016527,280.3584,294.57394,0.0,-0.0001797441,5.414301,291.88403,0.7999283,0.0,-1.1920929e-07,297.00446,0.0,0.0,-9.313226e-10,296.89172,296.64673,296.47427,-449043.0,14626309.0,-10227428.0,100012.22,0.0,20256064.0,27658980.0,273.15988,-0.00017968658,4.2058527e-06
41,353,25.55,63.0,3203903.0,2022-03-01,1.3620764,0.3749926,283.30493,299.53073,0.0,-0.00010490208,4.488901,296.3974,0.7999532,0.0,-1.1920929e-07,303.25418,0.0,0.0,-9.313226e-10,302.93173,301.949,300.3551,-262916.0,17073932.0,-11054078.0,99779.97,0.0,23693164.0,30186432.0,273.15988,-0.00010502571,1.37500465e-05
42,354,25.55,63.0,3203904.0,2022-04-01,2.035687,1.4583623,286.394,303.7677,0.0,-8.5256994e-05,4.3607693,299.13205,0.79997456,0.0,-1.1920929e-07,308.23724,0.0,0.0,-9.313226e-10,307.80807,306.44833,304.1849,-213282.0,19418034.0,-11961071.0,99372.09,0.0,26975752.0,32084800.0,273.16058,-8.521788e-05,2.233684e-05
43,355,25.55,63.0,3203905.0,2022-05-01,2.2112157,1.6617758,290.21353,304.77408,0.0,-7.540034e-05,4.41131,301.35025,0.7999603,0.0,-1.1920929e-07,310.37143,0.0,0.0,-9.313226e-10,310.06433,309.0437,306.87564,-188465.0,20461684.0,-11896578.0,98912.52,0.0,28144050.0,33381876.0,273.1613,-7.531373e-05,1.3411045e-06
44,356,25.55,63.0,3203906.0,2022-06-01,1.5877563,2.6231616,295.62097,304.07736,0.0,-6.703916e-05,4.2155514,303.00708,0.7999639,0.0,-1.1920929e-07,310.75497,0.0,0.0,-9.313226e-10,310.5028,309.65762,308.01474,-167466.0,19254324.0,-9403510.0,98757.42,0.0,26397768.0,36133676.0,273.15988,-6.712368e-05,3.474392e-05
45,357,25.55,63.0,3203907.0,2022-07-01,0.085366964,1.7496426,298.1997,302.0958,0.0,-0.0024350665,3.2752037,303.44067,0.79997456,0.0,-1.1920929e-07,303.9519,0.0,0.0,-9.313226e-10,304.23633,304.70987,305.87823,-6089648.0,11130220.0,-3345596.5,98648.266,2.008304e-05,15391388.0,38390800.0,273.15988,-0.0024349422,0.0038318522
46,358,25.55,63.0,3203908.0,2022-08-01,0.5888066,2.0315888,296.47433,302.58917,0.0,-0.0014471649,3.3627605,302.95737,0.79998165,0.0,-1.1920929e-07,306.73425,0.0,0.0,-9.313226e-10,306.52274,305.9154,305.0055,-3619407.0,14877491.0,-6250214.0,98725.41,2.8684735e-06,20555842.0,36982560.0,273.16058,-0.0014472082,0.0006483495
47,359,25.55,63.0,3203909.0,2022-09-01,1.5834699,2.0660279,294.80997,301.87048,0.0,-0.00010361057,3.8582058,301.88702,0.79997456,0.0,-1.1920929e-07,307.42206,0.0,0.0,-9.313226e-10,307.3286,307.11157,306.5526,-259575.0,10908730.0,-4493616.0,99187.445,0.0,15209584.0,18571876.0,273.15988,-0.00010388298,9.931624e-06
48,528,29.35,63.1,3294694.0,2022-02-01,0.48764718,-0.9133998,266.93378,286.42236,0.0,-3.1555537e-05,17.385418,282.3296,0.66372424,0.0,0.17687249,288.22284,0.0,0.0,-9.313226e-10,288.122,287.50717,288.15952,-79175.0,14057738.0,-10282629.0,89487.96,0.0,19443890.0,23248318.0,273.15988,-3.1507574e-05,6.1132014e-06
49,529,29.35,63.1,3294695.0,2022-03-01,0.09136784,0.58999276,269.91956,294.16724,0.0,-8.2537765e-05,8.465985,287.2215,0.77910566,0.0,0.17687249,296.77234,0.0,0.0,-9.313226e-10,296.546,294.48688,291.80234,-206600.0,17126096.0,-11655278.0,89365.68,5.736947e-07,23500356.0,26060754.0,273.15988,-8.2551036e-05,6.9096684e-05
50,530,29.35,63.1,3294696.0,2022-04-01,0.16273677,-0.39746356,267.751,300.2136,0.0,-6.54757e-05,4.3123627,293.26767,0.7999639,0.0,0.17687249,304.0382,0.0,0.0,-9.313226e-10,303.61716,299.78326,295.75568,-163648.0,19875458.0,-13467898.0,89135.07,0.0,27200696.0,28153658.0,273.16058,-6.540958e-05,2.9971823e-05
51,531,29.35,63.1,3294697.0,2022-05-01,2.1996424,-3.1062095,271.34323,301.30664,0.0,-6.703916e-05,6.245737,294.06107,0.7997541,0.0,0.17687249,305.38696,0.0,0.0,-9.313226e-10,305.1892,303.20032,299.4733,-167466.0,21459192.0,-13440024.0,88829.78,0.0,29232230.0,28861566.0,273.1613,-6.712368e-05,1.3411045e-06
52,532,29.35,63.1,3294698.0,2022-06-01,2.9075444,-3.4962997,272.65222,304.54993,0.0,-7.4584736e-05,7.51923,294.23642,0.79968655,0.0,0.17687249,307.89758,0.0,0.0,-9.313226e-10,307.59726,304.5737,301.0,-186556.0,21212824.0,-13468718.0,88541.73,0.0,28863340.0,30213212.0,273.15988,-7.455191e-05,3.2521784e-06
53,533,29.35,63.1,3294699.0,2022-07-01,0.81877303,1.2063484,284.57877,304.1548,0.0,-0.0006138417,3.9500332,299.1144,0.7998074,0.0,0.17687249,308.8161,0.0,0.0,-9.313226e-10,308.66696,306.61032,303.166,-1535739.0,17869210.0,-10023566.0,88384.984,4.015863e-06,24383842.0,34328280.0,273.15988,-0.0006141295,0.0006063618
54,534,29.35,63.1,3294700.0,2022-08-01,3.885705,-3.6713898,274.15338,301.91092,0.0,-6.1057275e-05,7.5370264,294.30646,0.7994909,0.0,0.17687249,305.1308,0.0,0.0,-9.313226e-10,305.0639,304.4164,303.09457,-152671.0,18132430.0,-11436114.0,88558.14,0.0,24786186.0,30691720.0,273.16058,-6.1029103e-05,2.7108938e-05
55,535,29.35,63.1,3294701.0,2022-09-01,2.5161943,-3.174765,270.17267,299.3886,0.0,-3.060396e-05,6.186653,293.4366,0.79984295,0.0,0.17687249,301.43134,0.0,0.0,-9.313226e-10,301.43558,301.868,301.94528,-76788.0,12262145.0,-6663402.5,88978.33,0.0,16777144.0,14400720.0,273.15988,-3.0555297e-05,3.874302e-07
56,584,28.65,63.1,3300805.0,2022-02-01,0.094797015,-1.66751,267.7541,290.51837,0.0,-3.2371376e-05,14.407053,284.91187,0.6860261,0.0,0.025231719,293.47342,0.0,0.0,-9.313226e-10,293.38986,293.02896,294.19836,-81084.0,15635051.0,-11469180.0,94619.6,0.0,19508600.0,24602492.0,273.15988,-3.245985e-05,1.1838973e-05
57,585,28.65,63.1,3300806.0,2022-03-01,0.20945871,-0.636603,270.73056,298.2956,0.0,-6.3572545e-05,5.7125645,290.60144,0.7885285,0.0,0.025231719,302.22528,0.0,0.0,-9.313226e-10,302.00656,300.39014,296.77237,-158875.0,18753966.0,-13026288.0,94361.09,0.0,23332198.0,27607440.0,273.15988,-6.3505024e-05,3.7604943e-05
58,586,28.65,63.1,3300807.0,2022-04-01,0.30204535,-0.58832455,268.45456,304.09238,0.0,-9.219046e-05,3.1819515,296.0066,0.799971,0.0,0.025231719,309.3822,0.0,0.0,-9.313226e-10,309.00787,306.13846,300.54324,-230463.0,21657408.0,-15018448.0,94028.72,0.0,27011408.0,29668512.0,273.16058,-9.2074275e-05,1.5657395e-05
59,587,28.65,63.1,3300808.0,2022-05-01,1.5933287,-3.134211,271.3794,306.0959,0.0,-9.708479e-05,5.0875626,297.078,0.7997434,0.0,0.025231719,311.16965,0.0,0.0,-9.313226e-10,310.98105,309.5696,304.33224,-242871.0,23277656.0,-15019541.0,93655.31,0.0,29002444.0,30635634.0,273.1613,-9.702612e-05,3.874302e-07
60,588,28.65,63.1,3300809.0,2022-06-01,1.7109908,-2.9018304,274.8156,308.89435,0.0,-0.00011149584,5.720394,298.2157,0.79973984,0.0,0.025231719,313.63074,0.0,0.0,-9.313226e-10,313.34332,311.132,306.38715,-278665.0,22854738.0,-14810760.0,93336.9,0.0,28481244.0,32306622.0,273.15988,-0.0001115012,3.0925497e-05
61,589,28.65,63.1,3300810.0,2022-07-01,-1.5766915,1.155817,289.137,307.56097,0.0,-0.00058760284,2.7527084,302.37033,0.7999141,0.0,0.025231719,313.39865,0.0,0.0,-9.313226e-10,313.31082,312.55,308.6109,-1469401.0,18451022.0,-10292193.0,93197.38,2.2947788e-06,23225668.0,36833500.0,273.15988,-0.00058765523,0.0005758237
62,590,28.65,63.1,3300811.0,2022-08-01,2.1471338,-3.7759933,275.077,306.95438,0.0,-0.00010055164,5.380844,297.94678,0.7996332,0.0,0.025231719,310.89648,0.0,0.0,-9.313226e-10,310.8317,310.4723,308.80814,-251462.0,19395162.0,-12830352.0,93359.875,0.0,24408492.0,32642134.0,273.16058,-0.00010045478,4.1423365e-05
63,591,28.65,63.1,3300812.0,2022-09-01,1.3927243,-3.2954612,270.59833,304.2761,0.0,-4.712213e-05,4.174265,296.53375,0.79987854,0.0,0.025231719,307.90182,0.0,0.0,-9.313226e-10,307.88275,308.12695,307.99658,-117832.0,13227953.0,-7600455.5,93911.37,0.0,16623514.0,15389064.0,273.15988,-4.7125388e-05,3.874302e-07
64,592,28.55,63.1,3301678.0,2022-02-01,0.22574711,-1.386851,267.969,290.69516,0.0,-3.2167416e-05,13.549991,285.28934,0.6880884,0.0,-1.1920929e-07,293.5017,0.0,0.0,-9.313226e-10,293.41757,293.03363,294.2063,-80606.0,15177225.0,-11268597.0,95182.58,0.0,19553940.0,24820270.0,273.15988,-3.207894e-05,1.7564744e-05
65,593,28.55,63.1,3301679.0,2022-03-01,0.37448573,-0.32794237,270.9124,298.61102,0.0,-7.4176816e-05,5.505417,291.01578,0.7905197,0.0,-1.1920929e-07,302.3555,0.0,0.0,-9.313226e-10,302.13666,300.50986,296.80637,-185601.0,18230334.0,-12840463.0,94909.3,0.0,23358610.0,27858064.0,273.15988,-7.4170996e-05,4.9056485e-05
66,594,28.55,63.1,3301680.0,2022-04-01,0.41434944,-0.3881297,268.67358,304.3743,0.0,-9.1714785e-05,2.9641266,296.47064,0.79997456,0.0,-1.1920929e-07,309.48267,0.0,0.0,-9.313226e-10,309.10544,306.2159,300.59085,-229508.0,21061552.0,-14828523.0,94565.44,0.0,27044424.0,29910040.0,273.16058,-9.1693364e-05,1.5657395e-05
67,595,28.55,63.1,3301681.0,2022-05-01,1.7469968,-2.76826,271.5075,306.44482,0.0,-9.6812844e-05,4.9131603,297.48163,0.7997754,0.0,-1.1920929e-07,311.2942,0.0,0.0,-9.313226e-10,311.10153,309.6635,304.38327,-241917.0,22618402.0,-14814586.0,94187.11,0.0,29013450.0,30910006.0,273.1613,-9.683566e-05,3.874302e-07
68,596,28.55,63.1,3301682.0,2022-06-01,1.8873769,-2.5761116,275.1834,309.24213,0.0,-0.00012046867,5.6470737,298.51776,0.79975766,0.0,-1.1920929e-07,313.7553,0.0,0.0,-9.313226e-10,313.46863,311.25525,306.45856,-301095.0,22240424.0,-14565362.0,93862.125,0.0,28507216.0,32623944.0,273.15988,-0.00012045307,4.5239925e-05
69,597,28.55,63.1,3301683.0,2022-07-01,-1.580978,1.2543051,289.48413,307.82672,0.0,-0.00068528496,2.6886425,302.61627,0.7999212,0.0,-1.1920929e-07,313.3845,0.0,0.0,-9.313226e-10,313.3036,312.53122,308.66077,-1713752.0,17921774.0,-9943770.0,93719.33,2.2947788e-06,23163160.0,37176090.0,273.15988,-0.0006851717,0.00067506917
70,598,28.55,63.1,3301684.0,2022-08-01,2.3020878,-3.3617637,275.20096,307.27673,0.0,-9.824033e-05,5.224949,298.32422,0.7996687,0.0,-1.1920929e-07,311.0352,0.0,0.0,-9.313226e-10,310.969,310.57205,308.8387,-245735.0,18892396.0,-12624850.0,93890.85,0.0,24432704.0,32931158.0,273.16058,-9.816885e-05,3.856048e-05
71,599,28.55,63.1,3301685.0,2022-09-01,1.5819696,-2.8812318,270.7533,304.44708,0.0,-4.617055e-05,4.0582333,297.0625,0.7998928,0.0,-1.1920929e-07,307.78156,0.0,0.0,-9.313226e-10,307.7719,308.0753,308.0272,-115446.0,12861612.0,-7411624.0,94429.21,0.0,16624394.0,15518418.0,273.15988,-4.617311e-05,3.874302e-07
72,672,27.55,63.1,3310408.0,2022-02-01,1.7675716,-0.38619852,268.55685,290.077,0.0,-2.8904527e-05,16.676418,284.82367,0.6679805,0.0,-1.1920929e-07,292.3313,0.0,0.0,-9.313226e-10,292.24426,291.90207,292.7442,-72493.0,15194077.0,-10964991.0,92616.35,0.0,20177268.0,24539330.0,273.15988,-2.8841197e-05,8.024275e-06
