,level_0,latitude,longitude,index,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
225,2193,26.55,63.4,3691037.0,2022-03-01,1.8942351,-0.09556198,274.05936,296.32788,-2.2165477e-07,-0.00015812763,7.2501526,290.448,0.79987496,0.0,0.36558664,299.8675,0.0,0.0,-9.313226e-10,299.53107,298.48615,296.7429,-397500.0,19011568.0,-11896578.0,91125.195,5.736947e-07,23951562.0,27456360.0,273.15988,-0.00015892647,7.4822456e-05
226,2194,26.55,63.4,3691038.0,2022-04-01,2.2202172,1.0225682,273.737,301.57123,-2.2165477e-07,-0.00015853555,4.8576374,294.71384,0.79987854,0.0,0.36558664,306.2474,0.0,0.0,-9.313226e-10,305.6867,303.87292,301.08502,-397500.0,21321162.0,-13419528.0,90854.375,5.736947e-07,27185288.0,29451744.0,273.16058,-0.00015892647,9.581819e-05
227,2195,26.55,63.4,3691039.0,2022-05-01,1.9885364,-0.5114007,276.0595,304.07388,-2.2165477e-07,-8.872384e-05,4.4333763,297.00955,0.79990697,0.0,0.36558664,309.6624,0.0,0.0,-9.313226e-10,309.2187,307.7431,304.9069,-222349.0,22384072.0,-13858404.0,90469.48,0.0,28652484.0,30947902.0,273.1613,-8.902699e-05,1.8518418e-05
228,2196,26.55,63.4,3691040.0,2022-06-01,2.313661,0.43228316,283.81528,303.50195,-1.4784746e-07,-0.00016968371,5.0234966,297.65808,0.79983944,0.0,0.36558664,309.41898,0.0,0.0,-9.313226e-10,309.14398,308.22202,306.32822,-425657.0,21319958.0,-11849029.0,90281.55,1.1473894e-06,27360490.0,32837176.0,273.15988,-0.00017016334,0.0001483038
229,2197,26.55,63.4,3691041.0,2022-07-01,0.85456455,2.1986325,294.55994,299.1483,-1.0342337e-06,-0.0024766,3.870306,300.17886,0.7999319,0.0,0.36558664,301.71298,0.0,0.0,-9.313226e-10,302.0174,302.5817,303.8245,-6213256.0,12948282.0,-4059112.0,90174.86,3.557466e-05,16694386.0,36454028.0,273.15988,-0.0024844622,0.004287049
230,2198,26.55,63.4,3691042.0,2022-08-01,1.3715065,0.46575618,287.99124,301.18646,-1.9944273e-06,-0.001908453,3.2431698,299.82068,0.7999034,0.0,0.36558664,304.68073,0.0,0.0,-9.313226e-10,304.41943,303.66516,302.6514,-4781031.0,16928680.0,-8143448.5,90242.16,5.165115e-06,21871166.0,33889692.0,273.16058,-0.001911744,0.0007867217
231,2199,26.55,63.4,3691043.0,2022-09-01,1.7088476,0.8587432,285.16354,300.9912,-7.3877163e-07,-0.00011312729,3.0132446,298.83746,0.7999674,0.0,0.36558664,306.69464,0.0,0.0,-9.313226e-10,306.53116,306.1044,305.06332,-284869.0,12498080.0,-6217968.0,90594.22,0.0,16102314.0,16592661.0,273.15988,-0.000113977585,7.0668757e-06
232,2272,25.55,63.4,3699766.0,2022-02-01,0.9032154,-0.6771569,279.93585,294.80502,0.0,-0.0001806959,6.6386757,291.01257,0.7998963,0.0,-1.1920929e-07,297.75735,0.0,0.0,-9.313226e-10,297.63257,297.34518,297.02625,-451429.0,15980527.0,-10815511.0,100155.016,0.0,20204120.0,27446254.0,273.15988,-0.0001804484,8.97795e-06
233,2273,25.55,63.4,3699767.0,2022-03-01,1.5470353,-0.103286505,283.36484,299.67285,0.0,-0.00011129188,5.0135307,295.81305,0.7999354,0.0,-1.1920929e-07,303.77216,0.0,0.0,-9.313226e-10,303.45212,302.4913,300.84814,-279142.0,18476300.0,-11614288.0,99922.766,0.0,23700648.0,29900440.0,273.15988,-0.0001115012,2.4246052e-05
234,2274,25.55,63.4,3699768.0,2022-04-01,2.2270756,1.2829504,287.174,303.6718,0.0,-9.9124154e-05,4.8320103,298.72412,0.7999674,0.0,-1.1920929e-07,308.44672,0.0,0.0,-9.313226e-10,308.06586,306.87796,304.68134,-248121.0,20708052.0,-12296376.0,99523.1,0.0,26834448.0,31871064.0,273.16058,-9.912159e-05,3.856048e-05
235,2275,25.55,63.4,3699769.0,2022-05-01,2.7860243,1.403003,290.5627,304.7949,0.0,-7.961481e-05,4.918144,300.95837,0.7999532,0.0,-1.1920929e-07,310.3969,0.0,0.0,-9.313226e-10,310.1294,309.26086,307.18054,-198964.0,21544256.0,-12122575.0,99057.78,0.0,28070976.0,33157528.0,273.1613,-7.9694204e-05,5.159527e-06
236,2276,25.55,63.4,3699770.0,2022-06-01,2.2872996,2.478648,295.53522,304.0161,0.0,-8.382951e-05,4.647642,302.6414,0.7999532,0.0,-1.1920929e-07,310.57523,0.0,0.0,-9.313226e-10,310.36066,309.6494,308.12695,-209464.0,20041576.0,-9577858.0,98908.42,0.0,26226088.0,35843136.0,273.15988,-8.3884224e-05,7.005222e-05
237,2277,25.55,63.4,3699771.0,2022-07-01,0.39441764,1.67465,298.41354,301.97217,0.0,-0.002594811,3.3492355,303.31876,0.79998165,0.0,-1.1920929e-07,303.64194,0.0,0.0,-9.313226e-10,303.94965,304.44812,305.86462,-6489106.0,11401063.0,-3360353.0,98803.375,2.2377819e-05,15079284.0,38212430.0,273.15988,-0.0025947394,0.0041238647
238,2278,25.55,63.4,3699772.0,2022-08-01,0.8912134,1.8648674,296.6221,302.35114,0.0,-0.0017032321,3.4424877,302.66116,0.799971,0.0,-1.1920929e-07,305.96295,0.0,0.0,-9.313226e-10,305.7879,305.26746,304.5544,-4259398.0,14662823.0,-5916274.5,98879.695,4.015863e-06,19244918.0,36880492.0,273.16058,-0.0017031888,0.0008993279
239,2279,25.55,63.4,3699773.0,2022-09-01,2.1338458,2.0319107,294.8275,301.89935,0.0,-0.00011455477,4.213417,301.54004,0.799971,0.0,-1.1920929e-07,307.51263,0.0,0.0,-9.313226e-10,307.39368,307.09982,306.3418,-288210.0,11570390.0,-4636537.5,99419.695,0.0,15135630.0,18475364.0,273.15988,-0.00011531077,1.1838973e-05
240,2448,29.35,63.5,3790558.0,2022-02-01,0.48400378,-1.0392457,265.46155,285.17105,0.0,-4.6306523e-05,16.713436,281.67307,0.69476974,0.0,0.49998987,288.1535,0.0,0.0,-9.313226e-10,288.06177,287.77835,288.08926,-116400.0,15754623.0,-10640070.0,86092.85,0.0,19506840.0,22878952.0,273.15988,-4.655402e-05,2.9018149e-05
241,2449,29.35,63.5,3790559.0,2022-03-01,0.36719882,0.45642233,268.36365,292.77725,-7.4040145e-08,-0.00014983467,8.424698,286.83817,0.7984527,0.0,0.49998987,296.35342,0.0,0.0,-9.313226e-10,296.06534,294.6923,292.6263,-376024.0,18937738.0,-11874443.0,86068.234,5.736947e-07,23433444.0,25668650.0,273.15988,-0.00015035551,0.00012540072
242,2450,29.35,63.5,3790560.0,2022-04-01,0.6194545,-0.36849642,266.31802,298.47235,-7.4040145e-08,-7.159356e-05,4.9302464,292.20322,0.7999603,0.0,0.49998987,303.37872,0.0,0.0,-9.313226e-10,302.8546,300.31854,296.9537,-179874.0,21756518.0,-13658915.0,85903.27,0.0,27124100.0,27634222.0,273.16058,-7.188553e-05,4.046783e-05
243,2451,29.35,63.5,3790561.0,2022-05-01,2.0284,-2.9066584,269.50836,300.0507,-7.4040145e-08,-6.975839e-05,6.201603,293.5339,0.7998252,0.0,0.49998987,305.37137,0.0,0.0,-9.313226e-10,305.088,303.62643,300.67813,-174624.0,23341856.0,-13858131.0,85597.164,0.0,29142868.0,28470474.0,273.1613,-6.9790054e-05,5.159527e-06
244,2452,29.35,63.5,3790562.0,2022-06-01,2.540627,-3.2053413,271.17484,302.78326,-7.4040145e-08,-7.5128395e-05,6.8785686,293.94824,0.79972565,0.0,0.49998987,307.4051,0.0,0.0,-9.313226e-10,307.0154,304.82492,301.80927,-188465.0,22896468.0,-13680777.0,85351.79,0.0,28666570.0,29764516.0,273.15988,-7.531373e-05,2.233684e-05
245,2453,29.35,63.5,3790563.0,2022-07-01,0.93150574,1.3222167,285.39496,301.76764,-2.954621e-07,-0.0014628675,3.6902103,298.79044,0.7998892,0.0,0.49998987,306.4894,0.0,0.0,-9.313226e-10,306.41672,305.36255,303.51508,-3678586.0,18683746.0,-9109195.0,85227.05,1.0902062e-05,23533810.0,33983170.0,273.15988,-0.0014710161,0.0017982665
246,2454,29.35,63.5,3790564.0,2022-08-01,2.7178702,-3.1673622,274.17093,300.46664,-7.4040145e-08,-0.00029469235,6.1076393,294.77747,0.7997754,0.0,0.49998987,304.9482,0.0,0.0,-9.313226e-10,304.77722,303.98093,302.8441,-738733.0,19314912.0,-11284994.0,85340.3,1.1473894e-06,24291398.0,30821074.0,273.16058,-0.00029548723,0.00015975535
247,2455,29.35,63.5,3790565.0,2022-09-01,1.7641424,-2.8448617,268.22726,298.3314,-7.4040145e-08,-3.4274533e-05,5.260542,293.37567,0.7999639,0.0,0.49998987,301.9295,0.0,0.0,-9.313226e-10,301.92224,302.05466,302.0065,-85856.0,13349131.0,-7073858.5,85592.24,0.0,16793872.0,14287030.0,273.15988,-3.4364406e-05,3.874302e-07
248,2504,28.65,63.5,3796669.0,2022-02-01,-0.2181114,-1.1853687,267.50925,290.6108,0.0,-3.624591e-05,15.890541,284.78784,0.6725995,0.0,0.105873704,293.30923,0.0,0.0,-9.313226e-10,293.22482,292.82,293.82434,-90629.0,15232597.0,-11482024.0,94154.28,0.0,19670154.0,24484760.0,273.15988,-3.626896e-05,2.3292378e-05
249,2505,28.65,63.5,3796670.0,2022-03-01,-0.10237825,0.16707325,270.61487,298.39725,0.0,-5.466747e-05,6.4023438,290.37155,0.78601813,0.0,0.105873704,301.89838,0.0,0.0,-9.313226e-10,301.6789,300.0145,296.4006,-136922.0,18215890.0,-12919712.0,93916.29,0.0,23532050.0,27502340.0,273.15988,-5.4743607e-05,2.4246052e-05
250,2506,28.65,63.5,3796671.0,2022-04-01,0.05900538,-0.13418484,268.3626,303.91443,0.0,-9.674486e-05,3.67099,295.32922,0.79994965,0.0,0.105873704,308.57974,0.0,0.0,-9.313226e-10,308.22607,305.50928,300.1273,-241917.0,21085628.0,-14776328.0,93592.945,0.0,27150072.0,29413846.0,273.16058,-9.683566e-05,4.1423365e-05
251,2507,28.65,63.5,3796672.0,2022-05-01,1.4246581,-2.557122,271.09216,306.09473,0.0,-9.558932e-05,4.9964466,297.11917,0.7998323,0.0,0.105873704,310.94745,0.0,0.0,-9.313226e-10,310.74255,309.20807,303.8483,-239053.0,22701862.0,-15029926.0,93203.125,0.0,29098408.0,30486574.0,273.1613,-9.569293e-05,3.874302e-07
252,2508,28.65,63.5,3796673.0,2022-06-01,1.7416387,-2.1718595,275.3301,308.44604,0.0,-0.00011346722,5.6029396,297.70886,0.7996758,0.0,0.105873704,312.9118,0.0,0.0,-9.313226e-10,312.64584,310.59436,305.9859,-283914.0,22143322.0,-14532022.0,92898.66,0.0,28402448.0,32121182.0,273.15988,-0.00011340575,4.5239925e-05
253,2509,28.65,63.5,3796674.0,2022-07-01,-1.2794284,2.2401521,290.74042,306.513,0.0,-0.0010788685,2.9384995,302.1164,0.7999212,0.0,0.105873704,311.372,0.0,0.0,-9.313226e-10,311.35208,310.59085,307.78806,-2698794.0,17604384.0,-9224789.0,92787.05,4.015863e-06,22778864.0,36692020.0,273.15988,-0.0010790462,0.0011035446
254,2510,28.65,63.5,3796675.0,2022-08-01,1.6638402,-2.6346893,276.4056,306.67014,0.0,-0.00010551396,4.4063263,299.00055,0.79987496,0.0,0.105873704,310.9446,0.0,0.0,-9.313226e-10,310.82083,309.94287,307.79144,-263870.0,18642820.0,-12572109.0,92911.79,0.0,24088466.0,32959456.0,273.16058,-0.00010559708,5.3828582e-05
255,2511,28.65,63.5,3796676.0,2022-09-01,0.95079464,-2.664944,270.39377,304.04614,0.0,-4.6102563e-05,3.8731537,296.5487,0.79994255,0.0,0.105873704,307.565,0.0,0.0,-9.313226e-10,307.5563,307.85342,307.42874,-115446.0,12920195.0,-7552632.5,93367.266,0.0,16685582.0,15336514.0,273.15988,-4.617311e-05,3.874302e-07
256,2512,28.55,63.5,3797542.0,2022-02-01,-0.11823785,-1.0144628,267.7851,290.92047,0.0,-4.385924e-05,14.747316,285.1546,0.6824383,0.0,0.105873704,293.6277,0.0,0.0,-9.313226e-10,293.54285,293.12637,294.11676,-109719.0,15120649.0,-11388837.0,94704.95,0.0,19680280.0,24738414.0,273.15988,-4.3887645e-05,3.3788383e-05
257,2513,28.55,63.5,3797543.0,2022-03-01,-0.0018616915,0.4142592,270.89484,298.74274,0.0,-5.527935e-05,6.3204803,290.74792,0.7903206,0.0,0.105873704,302.22104,0.0,0.0,-9.313226e-10,302.00537,300.34787,296.69983,-138354.0,18078662.0,-12818601.0,94452.19,0.0,23547016.0,27775702.0,273.15988,-5.5314973e-05,1.7564744e-05
258,2514,28.55,63.5,3797544.0,2022-04-01,0.1128,0.11364484,268.55994,304.25876,0.0,-0.000105785904,3.540722,295.74408,0.79994255,0.0,0.105873704,308.91373,0.0,0.0,-9.313226e-10,308.55853,305.82034,300.4163,-264347.0,20905468.0,-14691614.0,94117.35,0.0,27148752.0,29688218.0,273.16058,-0.000105787534,5.0965697e-05
259,2515,28.55,63.5,3797545.0,2022-05-01,1.5116724,-2.262945,271.30603,306.43097,0.0,-9.694882e-05,4.8590603,297.49072,0.7998323,0.0,0.105873704,311.28003,0.0,0.0,-9.313226e-10,311.07382,309.5344,304.14523,-242394.0,22510868.0,-14932914.0,93724.25,0.0,29073756.0,30780146.0,273.1613,-9.683566e-05,3.874302e-07
260,2516,28.55,63.5,3797546.0,2022-06-01,1.7163489,-1.8734983,275.75266,308.7915,0.0,-0.00010163919,5.4947395,298.04407,0.7996723,0.0,0.105873704,313.2939,0.0,0.0,-9.313226e-10,313.02533,310.9524,306.29306,-254325.0,22006096.0,-14424626.0,93413.22,0.0,28417856.0,32463262.0,273.15988,-0.000101597514,2.3292378e-05
261,2517,28.55,63.5,3797547.0,2022-07-01,-1.5188249,2.4184606,291.20016,306.66898,0.0,-0.0013077452,2.9669743,302.20514,0.7999034,0.0,0.105873704,311.22058,0.0,0.0,-9.313226e-10,311.2244,310.4136,307.9728,-3271016.0,17467158.0,-8825264.0,93302.43,5.165115e-06,22753772.0,37014900.0,273.15988,-0.0013079811,0.0013612024
262,2518,28.55,63.5,3797548.0,2022-08-01,1.6713414,-2.2703476,276.6081,306.95438,0.0,-0.00010564993,4.2867374,299.35715,0.79987854,0.0,0.105873704,311.18805,0.0,0.0,-9.313226e-10,311.05695,310.10956,307.8991,-264347.0,18488338.0,-12439845.0,93431.27,0.0,24101232.0,33240900.0,273.16058,-0.00010559708,5.191937e-05
263,2519,28.55,63.5,3797549.0,2022-09-01,1.0581694,-2.3656173,270.71613,304.30383,0.0,-4.617055e-05,3.7556992,297.05823,0.799939,0.0,0.105873704,307.73483,0.0,0.0,-9.313226e-10,307.72614,308.0213,307.59198,-115446.0,12797412.0,-7441957.0,93899.875,0.0,16664893.0,15481532.0,273.15988,-4.617311e-05,3.874302e-07
264,2592,27.55,63.5,3806272.0,2022-02-01,1.7797878,-0.15156507,268.76865,290.3959,0.0,-2.978812e-05,12.989056,285.46683,0.7059349,0.0,-1.1920929e-07,292.78558,0.0,0.0,-9.313226e-10,292.70322,292.37277,293.53647,-74402.0,15194880.0,-10930286.0,93168.66,0.0,20149974.0,24799048.0,273.15988,-2.9793475e-05,6.1132014e-06
265,2593,27.55,63.5,3806273.0,2022-03-01,2.3524532,1.1381149,271.56638,298.09222,0.0,-5.4531498e-05,6.911314,290.68164,0.7983353,0.0,-1.1920929e-07,301.34076,0.0,0.0,-9.313226e-10,301.13922,299.5649,295.9223,-136445.0,17848746.0,-12395028.0,92979.086,0.0,23760074.0,27720626.0,273.15988,-5.455315e-05,3.5697594e-05
266,2594,27.55,63.5,3806274.0,2022-04-01,1.8843764,0.8587432,269.86996,303.59555,0.0,-0.00010639755,3.893797,295.63608,0.7998536,0.0,-1.1920929e-07,307.9641,0.0,0.0,-9.313226e-10,307.59726,304.7768,299.47217,-266256.0,20407916.0,-14077570.0,92661.484,0.0,27231950.0,29755928.0,273.16058,-0.0001063589,5.5737793e-05
267,2595,27.55,63.5,3806275.0,2022-05-01,2.8153863,-1.3459752,272.178,305.54938,0.0,-8.797599e-05,4.6198807,297.02133,0.79969364,0.0,-1.1920929e-07,310.08838,0.0,0.0,-9.313226e-10,309.9005,308.44858,303.166,-219963.0,21701144.0,-14156272.0,92300.39,0.0,28957104.0,30832696.0,273.1613,-8.7884255e-05,7.0668757e-06
268,2596,27.55,63.5,3806276.0,2022-06-01,2.7855957,-0.6002332,277.10196,307.4096,0.0,-0.00010959245,5.510401,297.6848,0.79977185,0.0,-1.1920929e-07,311.94235,0.0,0.0,-9.313226e-10,311.68094,309.6635,305.16306,-273892.0,21244122.0,-13688428.0,92019.72,0.0,28318370.0,32407680.0,273.15988,-0.00010959664,4.810281e-05
269,2597,27.55,63.5,3806277.0,2022-07-01,0.55858743,2.9897563,291.55453,304.26224,0.0,-0.0014010768,3.5165195,300.8664,0.7998572,0.0,-1.1920929e-07,308.33066,0.0,0.0,-9.313226e-10,308.40314,308.04126,306.46875,-3503913.0,15824040.0,-7443050.0,91885.13,7.631257e-05,21235074.0,36744064.0,273.15988,-0.0014011166,0.0022830442
270,2598,27.55,63.5,3806278.0,2022-08-01,2.8462486,-1.5242838,276.3147,305.3264,0.0,-0.00015221373,5.2498646,297.90988,0.79962254,0.0,-1.1920929e-07,308.6788,0.0,0.0,-9.313226e-10,308.52963,307.9896,306.5311,-380796.0,17598366.0,-11237718.0,92026.29,0.0,23664550.0,32940760.0,273.16058,-0.00015226007,5.3828582e-05
271,2599,27.55,63.5,3806279.0,2022-09-01,2.5262675,-0.8911917,272.8165,303.18652,0.0,-4.039239e-05,4.8106556,296.58453,0.79973274,0.0,-1.1920929e-07,305.75632,0.0,0.0,-9.313226e-10,305.7614,305.95416,306.08337,-101128.0,12480826.0,-6911261.0,92524.44,0.0,16763058.0,15480016.0,273.15988,-4.0268525e-05,3.874302e-07
272,2672,26.55,63.5,3815002.0,2022-02-01,0.79112554,-1.7090296,270.73575,289.99612,-7.4040145e-08,-0.00013889023,10.245601,285.1733,0.7997541,0.0,0.17137647,292.7771,0.0,0.0,-9.313226e-10,292.6707,292.435,292.32144,-346911.0,16259396.0,-10943676.0,91281.945,0.0,20448432.0,24766710.0,273.15988,-0.0001385468,8.024275e-06
273,2673,26.55,63.5,3815003.0,2022-03-01,1.8333681,-0.18085384,274.0604,296.32904,0.0,-0.00015955511,7.1519165,290.44534,0.79987854,0.0,0.17137647,299.82504,0.0,0.0,-9.313226e-10,299.4901,298.44507,296.68735,-399886.0,18875946.0,-11877722.0,91190.84,5.736947e-07,23970492.0,27451812.0,273.15988,-0.0001600692,8.5320324e-05
274,2674,26.55,63.5,3815004.0,2022-04-01,2.1857116,0.9675307,273.84137,301.5747,0.0,-0.0001496987,4.81279,294.7545,0.7998608,0.0,0.17137647,306.28137,0.0,0.0,-9.313226e-10,305.71802,303.88583,301.05667,-374592.0,21189150.0,-13432918.0,90916.74,5.736947e-07,27212142.0,29458818.0,273.16058,-0.00014978414,9.1046095e-05
275,2675,26.55,63.5,3815005.0,2022-05-01,2.0421166,-0.6678231,275.99545,304.04846,0.0,-8.7160384e-05,4.4796467,296.90585,0.79990697,0.0,0.17137647,309.56052,0.0,0.0,-9.313226e-10,309.13074,307.69263,304.88083,-218054.0,22296600.0,-13835996.0,90531.85,0.0,28692542.0,30904952.0,273.1613,-8.731289e-05,1.8518418e-05
276,2676,26.55,63.5,3815006.0,2022-06-01,2.3445234,0.36984277,283.71817,303.53662,0.0,-0.0001473194,5.0726147,297.5966,0.79982877,0.0,0.17137647,309.39777,0.0,0.0,-9.313226e-10,309.1163,308.1692,306.23526,-368865.0,21250542.0,-11857227.0,90342.27,5.736947e-07,27393944.0,32812922.0,273.15988,-0.00014749868,0.00012826361
277,2677,26.55,63.5,3815007.0,2022-07-01,0.8258456,2.225025,294.5641,299.2234,-5.909242e-07,-0.0024727252,3.851799,300.1917,0.7999319,0.0,0.17137647,301.75967,0.0,0.0,-9.313226e-10,302.05957,302.5958,303.82675,-6197984.0,12889298.0,-4052553.5,90238.875,6.4836815e-05,16717277.0,36486870.0,273.15988,-0.0024783674,0.004524667
278,2678,26.55,63.5,3815008.0,2022-08-01,1.3712922,0.40009737,287.80423,301.2639,-1.4035031e-06,-0.0018039052,3.3613358,299.65866,0.7998643,0.0,0.17137647,304.7515,0.0,0.0,-9.313226e-10,304.4845,303.7473,302.69107,-4516636.0,16779816.0,-8142082.0,90303.7,4.015863e-06,21808658.0,33921524.0,273.16058,-0.001806038,0.00057677925
279,2679,26.55,63.5,3815009.0,2022-09-01,1.6947024,0.71712613,284.96622,301.03857,-3.6950223e-07,-0.00010932051,3.137104,298.7546,0.7999639,0.0,0.17137647,306.57434,0.0,0.0,-9.313226e-10,306.4179,306.01755,305.02365,-274370.0,12418231.0,-6198292.0,90691.88,0.0,16124764.0,16563859.0,273.15988,-0.0001097871,3.2521784e-06
280,2752,25.55,63.5,3823732.0,2022-02-01,0.898929,-0.7447469,279.9524,294.69525,-9.604264e-07,-0.00017525768,6.816637,290.8634,0.7998963,0.0,0.32446623,297.51675,0.0,0.0,-9.313226e-10,297.40005,297.13623,296.87323,-439975.0,15777494.0,-10748832.0,99902.25,0.0,20166702.0,27382082.0,273.15988,-0.00017587747,1.0885298e-05
281,2753,25.55,63.5,3823733.0,2022-03-01,1.5853988,-0.18053198,283.42166,299.55154,-6.649643e-07,-0.00010646554,5.069767,295.6746,0.7999319,0.0,0.32446623,303.4509,0.0,0.0,-9.313226e-10,303.1341,302.1779,300.59424,-268643.0,18222310.0,-11517276.0,99674.1,0.0,23674676.0,29813024.0,273.15988,-0.00010750163,2.1383166e-05
282,2754,25.55,63.5,3823734.0,2022-04-01,2.2915862,1.2314532,287.28766,303.4973,-2.954621e-07,-0.00010191114,4.9352283,298.53058,0.799971,0.0,0.32446623,308.04053,0.0,0.0,-9.313226e-10,307.66592,306.4859,304.3538,-255757.0,20382638.0,-12122848.0,99280.19,0.0,26766216.0,31803860.0,273.16058,-0.00010216888,4.237704e-05
283,2755,25.55,63.5,3823735.0,2022-05-01,2.9371204,1.3247917,290.5896,304.67355,-7.4040145e-08,-7.689581e-05,5.03631,300.698,0.79994607,0.0,0.32446623,310.04593,0.0,0.0,-9.313226e-10,309.77402,308.88525,306.8269,-192283.0,21275820.0,-11976920.0,98815.69,0.0,28025636.0,33087798.0,273.1613,-7.702783e-05,7.0668757e-06
284,2756,25.55,63.5,3823736.0,2022-06-01,2.4898329,2.4033334,295.46912,303.89133,-7.4040145e-08,-9.021931e-05,4.77791,302.47565,0.79994965,0.0,0.32446623,310.27945,0.0,0.0,-9.313226e-10,310.05832,309.3266,307.80505,-225690.0,19845766.0,-9482486.0,98669.61,5.736947e-07,26153014.0,35756732.0,273.15988,-9.0360176e-05,7.959455e-05
285,2757,25.55,63.5,3823737.0,2022-07-01,0.52986836,1.6250842,298.37634,301.82196,-2.0682346e-06,-0.0025989576,3.3762856,303.2268,0.79998165,0.0,0.32446623,303.3957,0.0,0.0,-9.313226e-10,303.70752,304.18753,305.55182,-6512013.0,11245780.0,-3280830.5,98562.92,2.8114766e-05,14974076.0,38162910.0,273.15988,-0.002604072,0.0045380257
286,2758,25.55,63.5,3823738.0,2022-08-01,0.99323016,1.768954,296.75537,302.07962,-2.216082e-06,-0.001951754,3.4602833,302.5366,0.799971,0.0,0.32446623,305.16193,0.0,0.0,-9.313226e-10,305.01575,304.57724,304.05344,-4887935.0,14295679.0,-5546536.0,98640.88,5.165115e-06,18865024.0,36798130.0,273.16058,-0.001954598,0.0010186136
287,2759,25.55,63.5,3823739.0,2022-09-01,2.2978015,1.9894259,294.81512,301.78613,-1.0342337e-06,-0.00013617123,4.3123627,301.40692,0.7999674,0.0,0.32446623,307.1815,0.0,0.0,-9.313226e-10,307.05035,306.7148,305.9134,-345002.0,11420724.0,-4562480.5,99234.23,0.0,15093370.0,18440500.0,273.15988,-0.00013797544,1.4703721e-05
288,2928,29.35,63.6,3914524.0,2022-02-01,0.6205262,-0.9478384,265.60208,285.3097,-7.4040145e-08,-6.289268e-05,15.508991,281.85217,0.70138705,0.0,0.49998987,287.82376,0.0,0.0,-9.313226e-10,287.71243,287.40622,287.57242,-157444.0,15252660.0,-10543331.0,86152.76,0.0,19535892.0,22817308.0,273.15988,-6.293366e-05,3.0925497e-05
289,2929,29.35,63.6,3914525.0,2022-03-01,0.5287968,0.50856304,268.56305,292.92053,-7.4040145e-08,-0.00017043133,7.995455,287.11456,0.7990927,0.0,0.49998987,296.04492,0.0,0.0,-9.313226e-10,295.72083,294.4223,292.4178,-427089.0,18397254.0,-11782897.0,86128.14,5.736947e-07,23432124.0,25602456.0,273.15988,-0.00017073471,0.00013971515
290,2930,29.35,63.6,3914526.0,2022-04-01,0.7437607,-0.30444694,266.59183,298.6422,-7.4040145e-08,-7.336098e-05,4.870451,292.3128,0.7999674,0.0,0.49998987,303.02914,0.0,0.0,-9.313226e-10,302.45468,300.11896,296.89703,-183692.0,21202392.0,-13549060.0,85960.73,0.0,27125422.0,27546300.0,273.16058,-7.359963e-05,4.3330714e-05
291,2931,29.35,63.6,3914527.0,2022-05-01,2.062477,-2.824585,269.52078,300.3303,-1.4784746e-07,-6.941846e-05,6.005844,293.72852,0.79984653,0.0,0.49998987,305.2893,0.0,0.0,-9.313226e-10,304.96152,303.57126,300.76993,-173670.0,22743592.0,-13857312.0,85649.69,0.0,29136706.0,28418428.0,273.1613,-6.95996e-05,1.1838973e-05
292,2932,29.35,63.6,3914528.0,2022-06-01,2.4949765,-3.1631782,271.25955,302.97507,-1.4784746e-07,-7.444876e-05,6.598812,294.10757,0.799747,0.0,0.49998987,307.2848,0.0,0.0,-9.313226e-10,306.84555,304.89417,302.02463,-186556.0,22310242.0,-13665200.0,85401.84,0.0,28642800.0,29703882.0,273.15988,-7.455191e-05,1.37500465e-05
293,2933,29.35,63.6,3914529.0,2022-07-01,1.0397378,1.3544025,286.06342,301.6579,-2.2165477e-07,-0.0017693732,3.562788,298.98557,0.79988205,0.0,0.49998987,305.6629,0.0,0.0,-9.313226e-10,305.59756,304.84488,303.50827,-4435026.0,18090700.0,-8696553.0,85281.21,1.1475757e-05,23377098.0,33931630.0,273.15988,-0.0017734692,0.0021103192
294,2934,29.35,63.6,3914530.0,2022-08-01,2.5089073,-2.9961345,274.89102,300.722,-1.4784746e-07,-0.00041011628,5.5281963,295.3212,0.7998145,0.0,0.49998987,304.9298,0.0,0.0,-9.313226e-10,304.73145,303.94452,302.84183,-1027468.0,18693376.0,-11213943.0,85390.36,1.1473894e-06,24186630.0,30889794.0,273.16058,-0.00041071652,0.0002590008
295,2935,29.35,63.6,3914531.0,2022-09-01,1.7116338,-2.6285741,268.19214,298.63297,-7.4040145e-08,-3.4818426e-05,4.7750626,293.70874,0.79998165,0.0,0.49998987,301.9196,0.0,0.0,-9.313226e-10,301.91742,302.0746,302.06882,-87288.0,12959918.0,-7084243.0,85571.73,0.0,16805318.0,14286525.0,273.15988,-3.4935772e-05,3.874302e-07
296,2984,28.65,63.6,3920635.0,2022-02-01,-0.26547635,-0.95395374,267.49478,290.5542,0.0,-3.8760947e-05,15.406486,284.8846,0.6725639,0.0,-1.1920929e-07,293.22858,0.0,0.0,-9.313226e-10,293.1429,292.7308,293.69513,-96833.0,15200899.0,-11478744.0,93941.734,0.0,19699648.0,24451916.0,273.15988,-3.874488e-05,2.7108938e-05
